Jugador,Equipo,pos1,pos2,pos3,Edad,Valor de mercado (Transfermarkt),Partidos jugados,Minutos jugados,País de nacimiento,Pasaporte,Pie,Altura,Peso,"Duelos aéreos ganados, %",Acciones de ataque exitosas/90,Goles/90,xG/90,Goles de cabeza/90,Remates/90,"Tiros a la portería, %","Goles hechos, %","Duelos atacantes ganados, %",Toques en el área de penalti/90,Faltas recibidas/90,Pases/90,xA/90,Asistencias,Desmarques/90,Jugadas claves/90,Ataque en profundidad/90,Regates/90,"Regates realizados, %"
M. Guerrero,Universidad de Chile,RWB,RWF,RAMF,25,1300000,33,2503,Chile,Chile,derecho,170,65,26.09,2.48,0.11,0.08,0.04,1.01,32.14,10.714,34.3,2.45,0.36,34.16,0.17,5,0.07,0.54,1.08,3.02,47.62
B. Palmezano,Atromitos,CF,RW,RWF,24,1200000,24,1188,Venezuela,Venezuela,izquierdo,163,62,6.67,4.39,0.23,0.25,0.0,1.89,40.0,12.0,37.79,2.58,1.59,30.38,0.23,2,0.61,0.45,1.67,5.08,47.76
J. Torres,Amazonas,RW,RAMF,LW,28,1200000,10,659,Argentina,Argentina,izquierdo,167,67,0.0,3.96,0.14,0.07,0.0,1.5,18.18,9.091,37.97,2.05,1.78,25.68,0.13,1,0.27,0.41,0.82,5.87,37.21
C. Zavala,Colo Colo,RW,RAMF,RWF,25,1200000,25,1049,Chile,Chile,derecho,175,70,38.46,4.03,0.09,0.11,0.0,1.63,36.84,5.263,28.92,2.83,0.6,25.91,0.19,3,0.09,0.94,1.37,3.78,43.18
A. Uribe,Unión Española,RAMF,RW,AMF,26,1000000,40,3558,Chile,Chile,izquierdo,167,70,23.81,4.27,0.15,0.14,0.0,2.0,37.97,7.595,31.79,1.9,1.49,44.14,0.17,5,0.4,0.66,1.01,4.35,45.93
C. Munder,Cobresal,LW,CF,LAMF,25,1000000,17,1556,Cuba,"Cuba, Chile",derecho,166,62,30.23,4.34,0.12,0.13,0.06,1.85,37.5,6.25,44.2,2.08,1.79,22.62,0.07,1,0.12,0.4,0.52,4.16,65.28
G. Graciani,Ñublense,RW,AMF,CF,31,850000,37,2402,Argentina,Argentina,derecho,180,75,43.42,3.26,0.11,0.26,0.07,2.1,37.5,5.357,28.09,4.98,0.56,26.9,0.17,3,0.07,0.56,1.24,3.22,48.84
R. Contreras,Universidad de Chile,CF,,,29,850000,40,2669,Argentina,Argentina,izquierdo,182,84,47.06,2.53,0.61,0.57,0.07,3.71,36.36,16.364,23.92,3.88,1.65,19.25,0.11,3,0.34,0.4,1.32,2.33,36.23
F. Chamorro,La Serena,LCMF,CF,AMF,23,800000,38,2157,Chile,Chile,izquierdo,184,75,36.28,1.67,0.21,0.19,0.08,1.67,30.0,12.5,28.34,2.09,1.25,25.49,0.06,1,0.25,0.42,0.92,2.25,40.74
F. Ovelar,Unión Española,RAMF,RWF,RW,21,800000,33,1863,Paraguay,Paraguay,izquierdo,172,71,46.51,4.2,0.14,0.22,0.05,2.22,34.78,6.522,32.55,2.42,1.79,25.85,0.1,1,0.29,0.39,1.11,5.75,41.18
C. Cuevas,Universidad Católica,LB,LWB,LW,30,750000,36,3017,Chile,Chile,izquierdo,174,70,57.69,2.18,0.03,0.05,0.0,0.54,33.33,5.556,45.26,1.31,1.76,38.3,0.13,7,0.21,0.45,0.81,1.61,51.85
L. Arriagada,Huachipato,CF,LW,,23,750000,13,515,Chile,Chile,derecho,184,73,31.43,3.15,0.35,0.26,0.17,2.62,53.33,13.333,36.99,3.67,2.1,18.87,0.06,0,0.17,0.17,0.7,2.27,61.54
M. Bolados,Colo Colo,CF,RWF,RW,29,750000,32,1423,Chile,Chile,derecho,172,71,40.51,3.54,0.38,0.24,0.13,1.83,44.83,20.69,42.22,5.25,1.83,29.54,0.07,2,0.0,0.32,1.01,3.54,60.71
D. Coelho,Cobresal,CF,,,30,750000,17,1403,Uruguay,Uruguay,izquierdo,182,81,32.63,1.15,0.38,0.3,0.06,1.6,56.0,24.0,12.5,2.44,0.32,12.44,0.03,0,0.0,0.19,0.32,0.45,28.57
L. Fernández,Universidad de Chile,CF,LWF,LAMF,34,700000,41,3257,Argentina,Argentina,derecho,182,88,42.86,6.0,0.39,0.41,0.0,4.31,31.41,8.974,47.56,3.29,0.69,32.55,0.21,11,0.41,0.77,1.77,4.37,64.56
S. Pino,Deportes Iquique,CF,,,31,700000,35,2946,Chile,Chile,,197,90,44.11,2.02,0.27,0.3,0.09,2.69,34.09,10.227,26.3,3.97,1.07,17.35,0.1,8,0.12,0.58,1.31,1.89,50.0
T. Vecino,Nizhny Novgorod,CF,,,26,700000,26,1599,Uruguay,"Uruguay, Italy",izquierdo,182,77,29.7,1.29,0.45,0.44,0.17,1.8,59.38,25.0,21.05,3.1,0.68,16.1,0.03,1,0.06,0.17,0.56,0.68,25.0
C. Martínez,Huachipato,LW,LAMF,LWF,32,700000,27,2090,Paraguay,"Paraguay, Chile",izquierdo,172,69,46.23,2.02,0.3,0.3,0.09,1.38,59.38,21.875,35.76,3.1,1.42,21.75,0.08,4,0.0,0.3,0.78,1.51,57.14
Á. Henríquez,La Serena,CF,,,31,700000,24,1466,Chile,Chile,derecho,175,73,28.21,1.35,0.18,0.25,0.06,1.9,35.48,9.677,26.63,3.44,1.04,16.08,0.06,1,0.06,0.25,0.86,1.6,38.46
J. Abrigo,Palestino,AMF,CF,,30,700000,44,3534,Chile,Chile,derecho,170,66,33.9,2.75,0.25,0.18,0.0,1.71,40.3,14.925,42.44,1.43,2.6,33.85,0.12,3,0.56,0.36,1.55,2.85,54.46
Kevin Méndez,Chungnam Asan,RWB,RAMF,RW,29,700000,14,1361,Uruguay,"Uruguay, Italy",derecho,175,71,52.17,4.3,0.07,0.12,0.0,1.45,45.45,4.545,38.6,2.58,1.72,34.58,0.1,1,0.33,0.33,1.19,4.23,51.56
Jader,Cuiabá,RWF,LW,LWF,22,700000,26,1725,Brazil,Brazil,derecho,172,67,26.47,2.14,0.26,0.26,0.05,1.88,25.0,13.889,42.07,2.14,1.51,22.85,0.04,0,0.16,0.21,0.42,1.98,68.42
C. Montes,Universidad Católica,LAMF,RW,LWF,24,650000,34,1999,Chile,Chile,derecho,178,75,42.31,4.14,0.23,0.23,0.09,2.03,28.89,11.111,42.52,3.47,2.03,20.08,0.12,1,0.05,0.5,0.45,4.46,61.62
J. Delgado,Everton,RB,RW,,32,600000,14,654,Chile,Chile,derecho,177,70,38.89,3.58,0.0,0.07,0.0,0.41,33.33,0.0,58.97,0.55,1.24,32.34,0.1,0,0.14,0.41,0.41,2.2,81.25
J. Montecinos,O'Higgins,RAMF,RW,,29,600000,21,1452,Colombia,"Colombia, Chile",derecho,173,73,43.75,4.9,0.19,0.16,0.06,2.54,39.02,7.317,38.58,2.6,0.68,24.42,0.26,1,0.06,0.56,0.74,4.28,52.17
I. Jeraldino,Unión Española,CF,,,29,600000,36,2594,Chile,"Chile, Italy",derecho,182,79,38.2,1.39,0.35,0.3,0.07,1.87,44.44,18.519,20.4,3.54,1.32,17.69,0.05,2,0.1,0.31,0.62,0.62,38.89
J. Marabel,Palestino,CF,,,27,600000,38,2620,Paraguay,Paraguay,derecho,186,79,49.62,1.75,0.38,0.41,0.14,2.51,45.21,15.068,16.24,4.43,0.76,17.45,0.03,0,0.03,0.14,0.55,0.96,42.86
B. Rabello,O'Higgins,AMF,LW,CF,31,600000,28,2340,Chile,"Chile, Spain",derecho,169,68,22.03,3.58,0.23,0.25,0.0,2.19,42.11,10.526,35.51,2.46,1.88,26.08,0.12,1,0.12,0.38,0.81,3.54,52.17
M. Sarrafiore,O'Higgins,CF,AMF,LW,28,600000,19,1121,Argentina,Argentina,izquierdo,180,70,40.43,4.01,0.16,0.16,0.0,2.73,26.47,5.882,41.67,1.53,0.72,27.7,0.09,1,0.32,0.4,1.53,5.3,50.0
M. Cavalleri,CSA,RW,LW,LB,27,600000,27,1377,Chile,"Chile, Spain",derecho,168,60,22.22,3.73,0.2,0.12,0.07,1.44,31.82,13.636,39.02,1.37,2.03,29.28,0.09,1,0.13,0.33,0.52,4.31,56.06
Y. Zapata,Deportes Limache,LW,LAMF,RW,24,550000,20,798,Colombia,Colombia,derecho,175,75,10.0,6.32,0.0,0.1,0.0,0.9,37.5,0.0,41.03,2.37,1.02,24.59,0.2,2,0.11,0.56,1.02,5.19,67.39
B. Carrasco,Palestino,RAMF,RW,RWF,34,550000,40,3193,Chile,Chile,derecho,171,70,20.27,2.82,0.31,0.22,0.0,1.16,48.78,26.829,30.73,2.2,0.79,23.28,0.2,5,0.08,0.54,0.7,1.35,45.83
A. Azócar,Coquimbo Unido,RAMF,RW,LAMF,24,550000,40,2592,Chile,Chile,izquierdo,180,72,24.04,2.88,0.1,0.11,0.0,1.49,32.56,6.977,36.36,2.43,1.67,19.93,0.05,0,0.1,0.17,0.73,3.26,50.0
B. Oyarzo,Ñublense,RW,RAMF,,29,500000,32,2465,Chile,Chile,derecho,165,64,17.54,5.59,0.26,0.15,0.0,1.42,51.28,17.949,35.96,3.18,1.06,25.67,0.22,4,0.18,0.91,1.42,6.68,51.37
L. Guerra,Deportes Limache,RW,RAMF,RWF,28,500000,36,3076,Venezuela,Venezuela,derecho,168,61,16.98,5.91,0.2,0.22,0.0,2.19,42.67,9.333,39.03,3.36,1.14,29.38,0.2,9,0.2,0.82,1.52,6.32,50.46
Y. Leiva,Curicó Unido,LCMF,LW,LAMF,27,500000,27,2048,Chile,Chile,derecho,166,63,33.33,2.24,0.04,0.13,0.0,2.02,30.43,2.174,47.02,1.36,1.41,38.36,0.13,3,0.4,0.4,1.05,1.63,54.05
J. Alfaro,Everton,RWF,RW,RAMF,23,500000,19,1232,Chile,Chile,derecho,176,74,22.86,4.38,0.07,0.1,0.0,1.68,17.39,4.348,41.67,3.0,1.39,33.97,0.23,2,0.37,1.02,1.83,4.16,54.39
J. Brea,Huachipato,LAMF,LW,RW,25,500000,29,1403,Argentina,Argentina,derecho,187,79,15.38,4.36,0.0,0.16,0.0,1.67,42.31,0.0,36.4,2.69,2.76,19.44,0.04,1,0.26,0.06,0.83,6.61,47.57
F. Mateos,Ñublense,RCMF,CF,,32,500000,26,1798,Argentina,Argentina,derecho,177,71,42.37,2.25,0.1,0.12,0.0,1.85,24.32,5.405,46.46,1.95,1.15,43.5,0.1,1,0.25,0.45,1.1,2.15,55.81
A. Riep,Audax Italiano,RW,LW,LWF,22,500000,27,1274,Argentina,Argentina,,0,0,45.0,3.18,0.14,0.17,0.07,1.7,45.83,8.333,35.59,2.9,1.2,25.43,0.11,1,0.21,0.21,1.06,3.18,48.89
M. Fuentes,Audax Italiano,LW,CF,LWF,27,500000,25,1686,Chile,Chile,derecho,177,71,34.57,2.78,0.11,0.18,0.0,1.55,24.14,6.897,36.77,3.15,1.76,21.89,0.13,4,0.05,0.64,0.85,3.84,50.0
C. Waterman,Coquimbo Unido,CF,,,34,500000,22,1397,Panama,Panama,derecho,181,73,35.29,2.77,0.52,0.64,0.0,2.9,42.22,17.778,36.73,4.51,1.16,14.04,0.07,1,0.13,0.39,0.64,2.32,58.33
P. Palacio,Ferro Carril Oeste,RW,AMF,RWF,25,500000,32,1862,Argentina,Argentina,derecho,180,74,31.11,3.09,0.0,0.05,0.0,1.21,20.0,0.0,35.08,1.64,0.77,32.38,0.14,1,0.19,0.44,0.92,2.95,52.46
J. Benítez,Palestino,LAMF,LW,LWF,33,450000,36,2274,Argentina,Argentina,izquierdo,176,75,38.46,4.43,0.08,0.14,0.0,1.5,23.68,5.263,40.56,2.77,0.99,26.99,0.16,4,0.12,0.59,0.79,4.08,61.17
E. Moreira,La Serena,CF,,,23,450000,21,1284,Chile,Chile,derecho,188,82,38.71,1.26,0.14,0.27,0.07,2.1,33.33,6.667,18.94,3.36,0.77,13.32,0.05,1,0.0,0.42,0.56,1.26,38.89
P. Sánchez,Ñublense,CF,LAMF,LW,27,450000,38,1643,Chile,Chile,derecho,179,66,28.21,1.64,0.11,0.17,0.0,1.26,30.43,8.696,25.47,3.34,0.49,16.87,0.08,1,0.11,0.44,1.1,1.48,59.26
M. Campos,Everton,CF,,,33,450000,24,931,Chile,Chile,derecho,177,77,21.62,0.97,0.1,0.21,0.0,1.45,20.0,6.667,20.51,2.8,1.26,13.82,0.01,1,0.0,0.1,0.19,2.32,25.0
L. Altamirano,Huachipato,CF,,,32,450000,35,3200,Argentina,Argentina,derecho,182,0,41.55,2.48,0.62,0.51,0.06,3.23,47.83,19.13,35.12,3.12,1.8,17.35,0.05,1,0.45,0.17,0.84,1.01,47.22
R. Fernández,Palestino,CF,,,34,450000,27,2072,Chile,Chile,derecho,184,75,51.28,2.39,0.35,0.34,0.04,2.52,39.66,13.793,32.85,4.21,1.56,20.98,0.05,1,0.3,0.35,1.3,1.91,50.0
J. Arias,Palestino,CF,,,32,450000,41,2505,Uruguay,Uruguay,derecho,176,64,25.54,1.51,0.22,0.24,0.04,1.83,41.18,11.765,27.54,2.66,0.57,17.17,0.07,2,0.07,0.4,0.86,1.47,43.9
M. Dávila,Deportes Iquique,LCMF,LW,,34,450000,43,3409,Chile,Chile,izquierdo,174,67,42.86,0.98,0.16,0.12,0.03,0.84,28.13,18.75,38.71,0.92,0.21,22.31,0.07,2,0.0,0.08,0.29,0.53,60.0
R. Farfán,Deportes Iquique,RWF,RAMF,,33,450000,16,576,Chile,Chile,derecho,174,68,40.0,3.44,0.16,0.12,0.0,1.56,20.0,10.0,25.37,3.59,1.25,25.31,0.03,0,0.31,0.16,0.63,3.91,28.0
M. Moya,Deportes Iquique,RAMF,RW,LW,27,450000,17,776,Argentina,"Argentina, Chile",derecho,167,63,20.0,3.13,0.0,0.11,0.0,1.86,0.0,0.0,35.96,1.62,0.93,37.46,0.01,0,0.35,0.12,0.81,4.64,57.5
C. Barrera,Cobresal,RB,RW,RWB,27,450000,27,1787,Chile,Chile,derecho,180,66,27.78,2.27,0.05,0.05,0.0,0.65,38.46,7.692,35.92,1.71,0.81,32.38,0.09,1,0.2,0.45,0.6,1.71,50.0
M. Borgnino,Alvarado,CF,AMF,RCMF,27,450000,27,1228,Argentina,"Argentina, Italy",izquierdo,176,70,34.62,1.69,0.07,0.06,0.0,2.27,29.03,3.226,41.94,0.81,1.76,29.17,0.1,5,0.07,0.22,0.29,1.54,42.86
J. Gaete,Cobresal,LWF,LW,RAMF,27,400000,16,656,Chile,Chile,derecho,175,71,33.33,3.16,0.14,0.19,0.0,3.16,26.09,4.348,29.41,4.12,0.41,14.82,0.05,0,0.27,0.27,0.82,5.49,37.5
Cris Montes,,RW,AMF,RWF,27,400000,20,995,Spain,Spain,izquierdo,163,60,10.0,1.81,0.0,0.08,0.0,1.09,16.67,0.0,37.31,1.36,0.81,35.73,0.08,0,0.27,0.36,0.63,1.54,52.94
J. Dos Santos,Mushuc Runa,CF,,,33,400000,15,795,Uruguay,Uruguay,derecho,178,79,36.71,0.57,0.23,0.15,0.23,1.36,41.67,16.667,25.45,2.38,0.91,16.53,0.06,1,0.0,0.23,0.68,0.11,0.0
F. Zampedri,Universidad Católica,CF,,,37,400000,35,3320,Argentina,Argentina,derecho,185,83,42.92,1.38,0.49,0.5,0.05,2.22,46.34,21.951,25.48,3.01,1.44,11.52,0.03,1,0.03,0.05,0.22,0.84,29.03
Y. Gonzalez,Unión San Felipe,RB,RW,,23,400000,24,1951,Chile,Chile,derecho,180,0,50.0,1.48,0.0,0.01,0.0,0.42,33.33,0.0,32.31,0.65,0.55,31.51,0.09,1,0.14,0.32,0.18,0.74,37.5
C. Palacios,Everton,CF,,,34,400000,27,1481,Uruguay,Uruguay,derecho,171,68,17.65,1.88,0.43,0.4,0.12,3.89,31.25,10.938,32.14,3.77,1.15,17.81,0.07,2,0.12,0.24,0.18,1.09,33.33
M. Briceño,Huachipato,RAMF,RW,RWF,29,400000,29,1402,Chile,Chile,derecho,180,75,40.48,4.56,0.32,0.24,0.06,1.6,56.0,20.0,38.54,2.57,1.03,22.4,0.09,3,0.13,0.45,0.64,4.56,61.97
G. Jara,La Serena,CF,LW,RW,26,400000,34,2570,Chile,Chile,derecho,171,68,0.0,4.34,0.35,0.15,0.0,2.56,39.73,13.699,42.02,1.44,0.39,38.28,0.2,2,0.56,0.56,1.65,3.92,55.36
P. Aránguiz,Unión Española,LAMF,LW,LWF,28,400000,38,3303,Chile,Chile,derecho,165,66,28.57,3.92,0.38,0.26,0.0,1.88,40.58,20.29,44.76,2.83,1.83,37.0,0.26,6,0.54,0.87,1.96,4.11,51.66
A. Castillo,O'Higgins,CF,,,28,400000,26,1516,Paraguay,Paraguay,derecho,186,78,47.17,1.19,0.12,0.34,0.06,2.97,26.0,4.0,19.64,5.11,0.83,20.54,0.09,2,0.0,0.36,0.71,0.83,28.57
P. Guajardo,Audax Italiano,RW,RAMF,RWF,22,400000,34,1648,Chile,Chile,derecho,177,63,16.0,3.71,0.05,0.16,0.05,1.75,25.0,3.125,46.15,3.22,1.15,18.79,0.05,1,0.05,0.11,0.82,4.75,57.47
C. González,Deportes Iquique,RWF,RAMF,LWF,28,400000,38,2621,Chile,Chile,derecho,175,0,31.94,4.74,0.21,0.22,0.03,1.79,44.23,11.538,41.91,3.71,1.17,27.5,0.21,3,0.14,0.69,0.96,4.26,57.26
N. Guerra,Universidad de Chile,CF,LWF,,26,400000,41,2288,Chile,Chile,derecho,174,78,28.21,2.64,0.43,0.42,0.0,3.03,45.45,14.286,27.1,4.68,1.06,24.15,0.12,5,0.2,0.51,1.1,2.24,45.61
L. Palacios,Audax Italiano,CF,RWF,,30,350000,28,1565,Argentina,Argentina,derecho,179,83,32.57,1.67,0.35,0.4,0.06,1.67,48.28,20.69,24.18,3.57,0.81,17.77,0.13,2,0.0,0.35,0.86,1.78,38.71
L. Valencia,Audax Italiano,CF,AMF,,34,350000,29,2721,Chile,Chile,derecho,169,62,30.77,3.24,0.5,0.43,0.0,2.68,45.68,18.519,36.86,1.46,1.82,31.92,0.19,6,0.63,0.53,1.69,2.65,48.75
A. Vilches,Cobresal,CF,,,33,350000,24,1215,Chile,Chile,derecho,182,80,34.04,1.19,0.3,0.36,0.0,1.33,50.0,22.222,22.4,2.37,1.19,16.22,0.02,1,0.0,0.07,0.37,1.41,36.84
G. Álvarez,Deportes Limache,CF,LWF,RW,28,325000,16,967,Chile,Chile,izquierdo,173,68,25.0,2.98,0.09,0.15,0.0,1.4,33.33,6.667,27.78,1.95,0.65,25.59,0.09,1,0.37,0.28,1.12,4.75,39.22
L. Riveros,Audax Italiano,CF,LW,RW,27,300000,32,2332,Paraguay,Paraguay,derecho,178,70,53.15,3.74,0.12,0.16,0.0,1.2,41.94,9.677,39.27,2.74,0.89,24.31,0.07,2,0.23,0.27,1.12,3.55,68.48
J. Vargas,La Serena,LW,LAMF,AMF,27,300000,19,1503,Chile,Chile,derecho,169,72,41.18,3.47,0.42,0.28,0.0,3.29,29.09,12.727,36.87,1.08,1.74,37.72,0.21,5,0.54,0.6,1.2,3.65,47.54
F. Barrientos,Rangers,RB,LW,,28,300000,17,711,Chile,Chile,derecho,167,74,33.33,2.28,0.0,0.23,0.0,1.01,62.5,0.0,30.16,2.03,1.01,34.68,0.05,0,0.0,0.13,0.63,2.41,36.84
C. Insaurralde,Unión La Calera,CF,LWF,LW,34,300000,30,2155,Argentina,Argentina,izquierdo,180,72,36.78,6.14,0.17,0.22,0.04,1.71,39.02,9.756,39.88,4.05,1.42,23.93,0.24,6,0.25,1.09,1.04,6.77,53.09
J. Cornejo,Coquimbo Unido,LB,LW,,35,300000,41,3403,Chile,Chile,izquierdo,177,78,59.81,1.72,0.05,0.03,0.0,0.4,40.0,13.333,41.38,0.5,0.79,33.56,0.18,6,0.03,0.29,0.4,0.74,53.57
T. Figueroa,Antofagasta,CF,,,33,300000,28,1945,Argentina,Argentina,izquierdo,191,87,47.13,1.99,0.6,0.63,0.09,3.1,47.76,19.403,25.64,4.16,1.11,16.94,0.07,1,0.23,0.28,0.79,1.25,37.04
W. Viera,Cerro Porteño,LCMF,LW,LDMF,23,3000000,37,2159,Paraguay,Paraguay,izquierdo,182,72,58.93,1.25,0.08,0.08,0.04,1.42,20.59,5.882,36.28,1.04,1.0,37.39,0.1,2,0.29,0.33,0.83,0.5,75.0
I. Franco,Libertad,RW,RAMF,LW,25,2200000,38,2497,Paraguay,Paraguay,derecho,170,66,34.01,1.98,0.14,0.21,0.04,1.12,48.39,12.903,36.57,2.6,1.44,32.4,0.09,1,0.22,0.36,0.9,2.34,43.08
D. González,Olimpia,CF,LW,,31,2200000,39,2434,Paraguay,Paraguay,derecho,175,75,16.67,2.18,0.3,0.29,0.0,1.85,44.0,16.0,26.78,3.55,0.89,21.52,0.1,5,0.26,0.52,1.15,2.59,35.71
I. Aliseda,Cerro Porteño,LAMF,CF,LW,25,2000000,27,1556,Argentina,Argentina,derecho,169,69,34.29,2.89,0.35,0.3,0.12,2.43,40.48,14.286,37.43,3.76,1.21,35.11,0.13,3,0.0,0.35,1.16,2.72,59.57
S. Araújo,Cerro Porteño,CF,AMF,LW,33,1500000,22,1324,Argentina,Argentina,derecho,180,82,43.86,1.84,0.54,0.49,0.07,2.72,37.5,20.0,42.25,3.87,1.02,28.89,0.06,0,0.34,0.2,1.22,0.95,50.0
C. Domínguez,Cerro Porteño,LW,CF,RW,30,1500000,27,1893,Paraguay,Paraguay,derecho,179,73,25.81,4.18,0.24,0.43,0.05,2.52,39.62,9.434,43.07,3.95,2.61,28.48,0.18,8,0.38,0.62,1.47,4.8,51.49
Francisco da Costa,Mirassol,CF,,,30,850000,45,2532,Brazil,Brazil,derecho,185,74,37.41,2.03,0.39,0.37,0.07,2.2,41.94,17.742,23.83,4.27,0.78,19.05,0.08,3,0.43,0.25,1.28,2.38,38.81
L. Melgarejo,Libertad,LW,LAMF,CF,34,800000,37,2797,Paraguay,Paraguay,izquierdo,177,75,44.96,3.41,0.26,0.42,0.1,2.61,38.27,9.877,41.22,4.34,1.64,23.88,0.11,2,0.13,0.32,0.9,2.83,51.14
J. Iturbe,Cerro Porteño,RW,CF,RAMF,32,800000,41,2655,Argentina,"Argentina, Paraguay",izquierdo,171,66,46.67,3.73,0.51,0.36,0.0,2.81,39.76,18.072,44.78,3.19,1.73,19.02,0.08,2,0.17,0.27,1.08,3.19,67.02
M. Fernández,Libertad,CF,RAMF,RW,23,800000,44,2345,Paraguay,Paraguay,derecho,178,72,37.11,3.26,0.12,0.28,0.0,2.72,35.21,4.225,34.14,2.38,1.96,20.88,0.08,1,0.19,0.19,0.88,3.49,48.35
D. Fernández,Guaraní,LW,RW,LAMF,22,700000,34,2155,Paraguay,Paraguay,izquierdo,170,64,38.46,2.46,0.33,0.3,0.04,2.26,40.74,14.815,31.91,2.34,0.84,27.56,0.05,1,0.13,0.25,0.63,2.13,47.06
D. Rodríguez,Guaraní,LW,LAMF,CF,27,700000,35,1919,Paraguay,Paraguay,derecho,176,76,36.56,4.22,0.09,0.11,0.0,1.31,42.86,7.143,35.79,3.14,1.92,27.3,0.1,3,0.05,0.33,0.98,5.07,52.78
R. Prieto,Nacional Asunción,LW,LAMF,,28,700000,41,2718,Paraguay,Paraguay,izquierdo,181,68,48.7,2.78,0.17,0.17,0.0,1.99,26.67,8.333,39.67,2.35,1.66,26.42,0.11,3,0.1,0.26,0.76,2.55,53.25
A. Samudio,Sportivo Ameliano,RW,CF,RAMF,26,600000,38,2298,Paraguay,Paraguay,derecho,171,69,36.27,2.7,0.12,0.15,0.0,1.29,33.33,9.091,36.08,2.86,0.94,18.96,0.09,2,0.0,0.31,0.47,3.21,52.44
J. Recalde,Libertad,AMF,CF,LCMF,33,600000,27,988,Paraguay,Paraguay,derecho,178,83,37.5,1.55,0.27,0.2,0.0,2.19,37.5,12.5,41.54,1.28,0.64,28.24,0.1,1,0.18,0.18,0.73,0.55,50.0
H. Martínez,Libertad,AMF,LCMF,CF,25,500000,38,2014,Paraguay,Paraguay,derecho,170,68,43.75,3.04,0.04,0.11,0.04,1.52,35.29,2.941,44.44,1.07,1.97,51.17,0.2,6,0.13,0.49,1.43,2.55,56.14
F. Carrizo,Cerro Porteño,LW,CF,RW,34,500000,50,3435,Argentina,Argentina,derecho,174,70,21.74,2.65,0.18,0.15,0.0,1.15,43.18,15.909,42.65,1.23,1.65,47.74,0.22,5,0.34,0.68,1.28,2.49,47.37
B. Montenegro,Aucas,CF,,,32,500000,28,1952,Paraguay,"Paraguay, Italy",izquierdo,181,75,45.83,1.15,0.41,0.41,0.28,2.31,42.0,18.0,18.46,3.32,0.23,13.19,0.07,0,0.05,0.28,0.55,0.18,25.0
L. Rodríguez,San Miguel,RAMF,RW,RCMF,28,500000,13,759,Uruguay,Uruguay,izquierdo,168,60,0.0,3.97,0.36,0.11,0.0,1.24,40.0,20.0,56.0,2.23,1.24,38.73,0.23,2,0.5,0.62,1.74,4.34,62.86
C. Espínola,Nacional Asunción,RB,RW,LB,25,500000,8,585,Paraguay,Paraguay,derecho,172,65,58.97,2.0,0.0,0.06,0.0,1.23,37.5,0.0,26.32,1.38,0.46,25.38,0.03,0,0.0,0.31,0.92,1.08,42.86
R. Redes,Olimpia,RW,RAMF,,25,500000,53,4503,Paraguay,Paraguay,derecho,173,72,37.9,3.48,0.28,0.17,0.02,1.7,43.53,16.471,41.01,2.58,1.5,24.12,0.16,5,0.12,0.54,0.54,2.54,52.76
C. Arrúa,Nacional Asunción,AMF,CF,LCMF,28,500000,31,1295,Paraguay,Paraguay,derecho,172,70,22.22,3.54,0.28,0.2,0.0,3.34,35.42,8.333,39.42,1.81,1.18,33.71,0.15,3,0.21,0.56,1.67,3.75,48.15
Feliciano Brizuela,ABC,RW,LW,,28,400000,18,1494,Paraguay,Paraguay,derecho,175,70,40.43,2.77,0.0,0.13,0.0,1.08,38.89,0.0,34.97,2.59,0.84,26.93,0.11,5,0.06,0.54,0.84,3.92,44.62
A. Pereira,Guaraní,CF,,,25,400000,34,1061,Paraguay,Paraguay,derecho,179,78,36.27,1.7,0.51,0.52,0.0,2.46,34.48,20.69,25.23,3.82,1.61,14.67,0.06,0,0.08,0.08,0.51,1.36,56.25
E. Alfonso,2 de Mayo,RW,RAMF,,25,400000,26,1918,Paraguay,Paraguay,derecho,172,72,40.91,4.69,0.05,0.18,0.0,1.41,46.67,3.333,37.45,2.49,0.66,31.81,0.19,1,0.47,0.7,1.31,4.04,60.47
A. Silva,Deportivo Recoleta,LCMF,RCMF,RW,35,400000,42,2710,Uruguay,Uruguay,derecho,178,67,29.03,2.42,0.3,0.27,0.0,1.49,40.0,20.0,35.71,1.06,0.6,52.07,0.13,3,0.23,0.27,1.39,2.59,51.28
F. Fernández,Guaraní,CF,AMF,,33,400000,45,3175,Paraguay,Paraguay,derecho,180,83,23.67,1.33,0.45,0.34,0.0,1.96,43.48,23.188,36.97,2.72,0.85,21.17,0.08,3,0.11,0.31,0.71,0.62,50.0
F. Vera,Sportivo Ameliano,RW,RAMF,,27,400000,22,763,Paraguay,Paraguay,derecho,179,68,38.1,5.66,0.12,0.16,0.0,0.94,62.5,12.5,37.18,2.48,0.83,23.59,0.21,3,0.0,0.83,0.47,4.6,56.41
Brahian Ayala,Sportivo Luqueño,LW,LAMF,,30,400000,37,1951,Paraguay,Paraguay,izquierdo,178,75,33.33,3.18,0.42,0.31,0.0,3.14,25.0,13.235,39.33,1.85,1.57,28.42,0.12,2,0.05,0.28,0.83,2.86,46.77
D. Santacruz,Nacional Asunción,CF,,,30,400000,28,1566,Paraguay,Paraguay,derecho,180,74,27.17,1.72,0.29,0.22,0.06,1.15,50.0,25.0,26.34,2.47,1.21,25.52,0.07,1,0.23,0.17,0.57,1.61,60.71
